menu,categoria_raiz,subcategoria,categoria_ruta,orden_categoria,producto,descripcion,precio,precio_num,variantes_precio,num_variantes,recomendado,nuevo,oculto_en_web,precio_oculto,num_imagenes,imagen_archivo,imagen_url,product_id,category_id,product_type
BRUNCH,BEBIDAS,PREPARACIONES CON CAFÉ FRÍAS,BEBIDAS > PREPARACIONES CON CAFÉ FRÍAS,3,FROZEN,,$15.000,15000,Cappuccino: $15.000 | Caramelo: $15.900,2,,,,,0,,,JuUlz5hyzbNSIw4P9JBK,VEyozh8C7nlDFNaHSflZ,product
BRUNCH,DESAYUNOS ESPECIALES,FRENCH OMELETTE,DESAYUNOS ESPECIALES > FRENCH OMELETTE,3,CON TOCINETA,Omelette con tocineta y Mini waffles.,$24.900,24900,,1,,,,,0,,,VfR7aDyIExXNw7UyXR0t,vBjBcQt9xWGyUW0i4RsS,product
BRUNCH,VINOS,FRIZZANTE,VINOS > FRIZZANTE,3,MIONETTO PROSECO,,$119.900,119900,,1,,,,,0,,,maewZ4jquh2qal4ZQyXu,qKZRMLwiP9jwBUCPucYM,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,CORONA,,$12.900,12900,,1,,,,,0,,,wqRi48d2hhz5S5nLGMka,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,"CORONA 0,0%",,$12.900,12900,,1,,,,,0,,,N1wZqYmKj1OJldE2XaDN,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,MARGARITA,"Tequila Gran Centenario Reposado, Triple sec, Limón.",$40.000,40000,,1,,,,,0,,,eQmEucNN90VzJialgYq6,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,VINOS,FRIZZANTE,VINOS > FRIZZANTE,3,VEUVE CLICQUOT BRUT DO CHAMPAGNE,,$900.000,900000,Botella: $900.000 | Media Botella: $499.000,2,,,,,0,,,25NkmPi0iiPbbCNGISNl,qKZRMLwiP9jwBUCPucYM,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,CLUB COLOMBIA DORADA,,$10.400,10400,,1,,,,,0,,,8fRwvSccWzEPfjisZB5g,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,DESAYUNOS ESPECIALES,FRENCH OMELETTE,DESAYUNOS ESPECIALES > FRENCH OMELETTE,3,FITNESS OMELETTE,"Omelette de claras con espinacas, aguacate, acompañado con ensalada fresca y mini waffles funcionales.",$24.900,24900,,1,,,,,0,,,TbXnX4Hv585BPUFkQtDf,vBjBcQt9xWGyUW0i4RsS,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,MOJITO,"Ron Bacardí, Hierbabuena, Limón, Soda.",$30.900,30900,,1,,,,,0,,,wx8YNiKOoMy46ARHOF4c,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,STELLA ARTOIS,,$12.900,12900,,1,,,,,0,,,zEUAmbqWjOEbg2dKfXYh,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,GIN MARTIN CITRUS,"Martin miller's Gin, Agua tonica, Mandarina, Limon.",$50.000,50000,,1,,,,,0,,,7RK1c3xExrqNbxRt4FDf,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,AGUA MANANTIAL,,$7.200,7200,,1,,,,,0,,,VCV7fHdqA4H6r4yGN8dL,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,COCA COLA,,$6.900,6900,,1,,,,,0,,,UmWsUG4SHJDadBdnAg2v,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,BEBIDAS,CERVEZAS & OTROS,BEBIDAS > CERVEZAS & OTROS,3,HATSU BLANCO,,$8.900,8900,,1,,,,,0,,,nkIujteG6g808Y2Kg0ca,4gA2kaqDHLq3zGmg93kU,product
BRUNCH,IL BAR,CLASSICI,IL BAR > CLASSICI,3,GIN HENDRICKS CLASSIC,"Gin Hendrck's, Pepino, Agua tonica.",$47.000,47000,,1,,,,,0,,,VoiQlunlQwcig6G9jd0L,8YYD4gQCMYCkzsu9DGZX,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,CROISSANT DE PISTACCHIO,,$17.900,17900,,1,,,,,1,6f960481-1181-48fa-9d80-1cc0ccb3e82d.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/6f960481-1181-48fa-9d80-1cc0ccb3e82d.webp,1elD07j8v4ADRmZ4n5ty,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,CROISSANT DE CHOCO-AVELLANAS,,$14.900,14900,,1,,,,,1,39cc41aa-86e8-4aee-85a9-8b9576ed46bd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/39cc41aa-86e8-4aee-85a9-8b9576ed46bd.webp,6FsREyW5MoESSyCSTY5Y,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,CROISSANT DE CHOCO-ALMENDRAS,,$14.900,14900,,1,,,,,0,,,7iAyQNJCDP6D8BdZNNfy,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,CROISSANT DE ALMENDRAS,,$14.900,14900,,1,,,,,1,9692221d-7300-4803-859e-9bfd9cc535e6.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/9692221d-7300-4803-859e-9bfd9cc535e6.webp,kBuHkfp9RE8DGdPRIFfp,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,CROISSANT CIOCCOLATO & MERENGUE,,$10.900,10900,,1,,,,,1,d550030c-0c02-4d66-9458-6110c6aa18cd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/d550030c-0c02-4d66-9458-6110c6aa18cd.webp,NCJGsgIwSX6wSsa0z7Y2,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,CROISSANT SALATO,,$10.900,10900,4 Quesos: $10.900 | Mantequilla: $7.500,2,,,,,0,,,JlOHCMvL0AGvB5dHO3HD,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,QUICHÉ LORRAINE DE TOCINETA,,$16.900,16900,,1,,sí,,,1,5d2e4d36-b5b4-432e-8455-2f8ebfc0bc4e.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/5d2e4d36-b5b4-432e-8455-2f8ebfc0bc4e.webp,6wzc42kLzqf1hvTvGFHm,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,PANE,PRESENTACION FAMILIAR,$14.000,14000,Hogaza masa madre: $14.000 | Brioche: $18.000 | Semillas & Arándanos: $20.900,3,,,,,1,4a182096-c26c-4f41-85ab-b3346fdbd645.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/4a182096-c26c-4f41-85ab-b3346fdbd645.webp,6sksVGsPBxHR6rh1NzfV,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,DOLCI,,$12.900,12900,,1,,sí,,,1,20f045a6-1b9e-4efe-910a-8f25fdc128dd.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/20f045a6-1b9e-4efe-910a-8f25fdc128dd.webp,2O7aPSRPCliWn530mZ3J,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,SALATO,,$8.900,8900,,1,,sí,,,1,d9ec7ec7-c586-45aa-829d-ea55abbc128f.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/d9ec7ec7-c586-45aa-829d-ea55abbc128f.webp,XD3i0LN5aMu3N0ez6scz,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,PANETTERIA,,PANETTERIA,3.19873046875,TRADIZIONALE,,$4.000,4000,Pandeyuca della Casa: $4.000 | Pandebono della Casa: $4.000,2,,,,,0,,,gshvTbfqoOklaG5A2f7d,oXuIvkvbwfsF3i6uCZwF,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,MAR DE FRADES ALBARIÑO,,$189.900,189900,,1,,,,,0,,,WrHz4BLYPnsLjGWHnmZN,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,BEBIDAS,BEBIDAS CALIENTES,BEBIDAS > BEBIDAS CALIENTES,4,MILO,,$8.500,8500,,1,,,,,0,,,vuZAFJST7PiYIHKytRP7,axnDPjsEGtRrSfyAZbVw,product
BRUNCH,BEBIDAS,BEBIDAS CALIENTES,BEBIDAS > BEBIDAS CALIENTES,4,TÉ CHAI,,$9.900,9900,,1,,,,,0,,,5wmWPUqmwJfiP3vQ7zIV,axnDPjsEGtRrSfyAZbVw,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,ENATE CHARDONNAY,,$169.900,169900,,1,,,,,0,,,a0LYGvPzGAkPLQavD1eh,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,BEBIDAS,BEBIDAS CALIENTES,BEBIDAS > BEBIDAS CALIENTES,4,TÉ MATCHA,,$10.900,10900,,1,,,,,0,,,paCO2Fj6iXHr295Ip9Ge,axnDPjsEGtRrSfyAZbVw,product
BRUNCH,BEBIDAS,BEBIDAS CALIENTES,BEBIDAS > BEBIDAS CALIENTES,4,CHOCOLATE,,$6.900,6900,En Agua: $6.900 | En Leche: $7.900,2,,,,,0,,,PCl6X0gTeIGjow7Nx7tc,axnDPjsEGtRrSfyAZbVw,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,SANTA CAROLINA RESERVADO,SAUVIGNON BLANC,$86.900,86900,,1,,,,,0,,,UIpShjjQWGYsRy3g4OfW,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,MUGA RESERVA,VIURA,$149.900,149900,,1,,,,,0,,,H1ppJqIGMZoPAEeRl7ow,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,BEBIDAS,BEBIDAS CALIENTES,BEBIDAS > BEBIDAS CALIENTES,4,INFUSIONES (A ELECCION),,$6.500,6500,,1,,,,,0,,,qPfv2sYXESclx4NScJxF,axnDPjsEGtRrSfyAZbVw,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,MARA MARTÍN,GODELLO,$124.900,124900,,1,,,,,0,,,eW6U7Sw9WhAtbObH0oQL,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,RAMÓN BILBAO,VERDEJO,$129.900,129900,,1,,,,,0,,,jqXVVaUKfROiM5lwgut6,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,MARQUÉS DEL RISCAL,VERDEJO,$120.900,120900,,1,,,,,0,,,pSBjCTDLvyj6Y40W1joN,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,FINCA LAS MORAS,CHARDONNAY,$86.900,86900,,1,,,,,0,,,I0yPmnVxl18WoCN8MVGG,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,MICHEL TORINO,TORRONTÉS,$93.000,93000,,1,,,,,0,,,GheupBFeTjEn58MryhrS,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,BLANCO,VINOS > BLANCO,4,PICCINI MEMORO,CHARDONNAY/VERMENTINO,$92.900,92900,,1,,,,,0,,,0saII9YI4Sp1FTHCvFJt,xGxcjY5a2nBwMHVnfZgh,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,RAMÓN BILBAO,GARNACHA,$139.900,139900,,1,,,,,0,,,423nWe3vhlQstZihS127,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,BEBIDAS,BEBIDAS FRÍAS,BEBIDAS > BEBIDAS FRÍAS,5,MILO FRAPPÉ,,$10.500,10500,,1,,,,,0,,,Ztnw0EiqmEf8f4TSdP2j,P5V2BRpVzwqjRrlGZwD8,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,SANTA CAROLINA RESERVADO,CABERNET SAUVIGNON,$86.900,86900,,1,,,,,0,,,HZd5cLWL5VT8jMmmwS9r,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,BEBIDAS,BEBIDAS FRÍAS,BEBIDAS > BEBIDAS FRÍAS,5,TÉ CHAI FRAPPÉ,,$13.900,13900,,1,,,,,0,,,aCF87o0Lw3rQU3J1CTNY,P5V2BRpVzwqjRrlGZwD8,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,ENATE,CABERNET SAUVIGNON,$169.900,169900,,1,,,,,0,,,2pZJLn29HpjR47nNNyY5,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,FINCA LA CELIA,MALBEC,$125.900,125900,,1,,,,,0,,,nG8Uf3d3tKibasCGrAUd,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,BEBIDAS,BEBIDAS FRÍAS,BEBIDAS > BEBIDAS FRÍAS,5,TÉ MATCHA FRAPPÉ,,$14.900,14900,,1,,,,,0,,,o5ejQG8lD6YjP2NVdMVx,P5V2BRpVzwqjRrlGZwD8,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,JP CHENET,,$103.900,103900,,1,,,,,0,,,dyHbQ3j5w5l9FlJcCXQ3,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,BEBIDAS,BEBIDAS FRÍAS,BEBIDAS > BEBIDAS FRÍAS,5,AGUA MANANTIAL,,$7.200,7200,,1,,,,,0,,,kxgru5jQpKi0Ah92YAfB,P5V2BRpVzwqjRrlGZwD8,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,MICHEL TORINO,MALBEC,$93.000,93000,,1,,,,,0,,,izrMHE0qdITRvwhFxqOv,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,PICCINI MEMORO,NEGRO AMARO NERO D'AVOLA,$92.900,92900,,1,,,,,0,,,Q6zNWEyFaIQazGnE34wO,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,VINOS,ROSÉ,VINOS > ROSÉ,5,VIÑA TARAPACÁ,CABERNET SAUVIGNON,$85.900,85900,,1,,,,,0,,,ruui0ICspeE1WlhDelOP,0Xnj0mLdRlxHQW2IXEFE,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,MARQUÉS DE VARGAS RESERVA,TEMPRANILLO,$239.000,239000,,1,,,,,0,,,packrMOBFFQpwhgHf6hn,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,MARQUÉS DEL RISCAL RESERVA,TEMPRANILLO,$219.900,219900,,1,,,,,0,,,Yo9mFKY9WojZcNSTn3An,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,MARQUÉS DE ARIENZO CRIANZA,TEMPRANILLO,$175.900,175900,,1,,,,,0,,,RZ9M2pB7cy9nJDijmhU6,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,ENATE-CABERNET SAUVIGNON,MERLOT,$159.900,159900,,1,,,,,0,,,0Be2vPXMKOlDJUsFDykv,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,ENATE-CABERNET SAUVIGNON,TEMPRANILLO,$159.900,159900,,1,,,,,0,,,thkrrkISBJuaOY6wRrOS,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,BERONIA CRIANZA,TEMPRANILLO,$174.900,174900,,1,,,,,0,,,jYAM9Cn3PyLyuHS4kffn,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,NORTON DOC,MALBEC,$170.900,170900,,1,,,,,0,,,ZMM5m0PdHXlnxaG1ibxt,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,PROTOS ROBLE,TEMPRANILLO,$166.900,166900,,1,,,,,0,,,DQP8zVQiam4gNIKIQoN1,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,RUFFINO,SANGIOVESE,$175.900,175900,,1,,,,,0,,,rKx9x0L8zgDgjaY2vbQS,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,PASQUA LAPACIO PRIMITIVO DE SALENTO,PRIMITIVO,$146.900,146900,,1,,,,,0,,,i7SYRlfRaPHpJ0Uqbqbf,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,RISCAL DO CASTILLA,TEMPRANILLO,$13.900,13900,,1,,,,,0,,,8wbQzlQsM12NLtXkmffZ,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,MORANDÉ PIONERO RESERVA,MERLOT,$134.900,134900,,1,,,,,0,,,iRX28twkNAd0KYyz3kyB,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,SANTA RITA 120 RESERVA ESPECIAL,CARMÉNÉRE,$132.900,132900,,1,,,,,0,,,Pc3Or28NRNselBei7VcI,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,TRAPICHE RESERVA,SYRAH,$129.900,129900,,1,,,,,0,,,9RLddAn20lz7F5BVnbKm,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,LA CELIA RESERVA,MALBEC,$109.900,109900,,1,,,,,0,,,vrrR7dUrhUob8fow9Kui,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,PASQUA MONTEPULCIANO D'ABRUZZO,MONTEPULCIANO,$120.900,120900,,1,,,,,0,,,eUNJPnxV8sRdWeQijHoY,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,FINCA LAS MORAS,BONARDA,$86.900,86900,,1,,,,,0,,,vrPTZaQyZJ4yTKlHYSmV,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,MICHEL TORINO,MALBEC,$93.000,93000,,1,,,,,0,,,OWTcRfb6mfm3qWtDkFKB,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,PICCINI MEMORO,NEGRO AMARO NERO D'AVOLA,$92.900,92900,,1,,,,,0,,,zrt1An3yixIdnbylMxcq,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,PICCINI ROSSO  IGT TOSCANA,SANGIOVESE,$90.000,90000,,1,,,,,0,,,7i7oYhwzN6E65IPnpVKz,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,RAMÓN BILBAO CRIANZA,TEMPRANILLO,$129.900,129900,,1,,,,,0,,,dBykkAqXhj5EhJfuenCO,3dY1mQZwJMItEccXizOs,product
BRUNCH,BEBIDAS,SMOOTHIES & JUGOS,BEBIDAS > SMOOTHIES & JUGOS,6,JUGO DE MANDARINA,,$9.900,9900,,1,,,,,0,,,yj8VhUHt1Msdb56QAy5m,1skNDl9aXcrnZGkaxqx6,product
BRUNCH,BEBIDAS,SMOOTHIES & JUGOS,BEBIDAS > SMOOTHIES & JUGOS,6,SANDÍA LIMÓN,,$16.900,16900,,1,,,,,0,,,w4yCNhNeLBWlCfoSpy61,1skNDl9aXcrnZGkaxqx6,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,SANTA CAROLINA RESERVADO,CABERNET SAUVIGNON,$86.900,86900,,1,,,,,0,,,g4E4AMrT7sEyluk2XCoJ,3dY1mQZwJMItEccXizOs,product
BRUNCH,BEBIDAS,SMOOTHIES & JUGOS,BEBIDAS > SMOOTHIES & JUGOS,6,BATIDO VERDE FUNCIONAL,,$10.900,10900,,1,,,,,0,,,s74IRNyOUTWKslv3Xs60,1skNDl9aXcrnZGkaxqx6,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,SANTA CAROLINA RESERVADO,MERLOT,$86.900,86900,,1,,,,,0,,,q9oS8YRiFqdTQqIud0L0,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,SANTA CAROLINA RESERVADO,CARMÉNÉRE,$86.900,86900,,1,,,,,0,,,cADiuI5qqLCHr07hs425,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,TINTO,VINOS > TINTO,6,TRAPICHE RESERVA,CABERNET SAUVIGNON,$109.900,109900,,1,,,,,0,,,0CdKBpI7M0duvH4DtyRQ,3dY1mQZwJMItEccXizOs,product
BRUNCH,VINOS,POSTRES,VINOS > POSTRES,7,MORANDÉ LATE HARVEST,SAUVIGNON BLANC,$79.900,79900,,1,,,,,0,,,w9gf5yWIMEDCYdecfuD1,sekd7Xu4HPOfL79Zwd8m,product
BRUNCH,VINOS,MEDIAS BOTELLAS,VINOS > MEDIAS BOTELLAS,8,RISCAL TEMPRANILLO,SYRAH (tinto),$69.900,69900,,1,,,,,0,,,nTElgy8J4KHLLkcC7kFb,RbD1bIr6fPhQTLJEcxrM,product
BRUNCH,VINOS,MEDIAS BOTELLAS,VINOS > MEDIAS BOTELLAS,8,SANTA CAROLINA RESERVADO,CABERNET SAUVIGNON (tinto),$52.900,52900,,1,,,,,0,,,gJ5MJFm4UuNj7Nsm7aGE,RbD1bIr6fPhQTLJEcxrM,product
BRUNCH,VINOS,MEDIAS BOTELLAS,VINOS > MEDIAS BOTELLAS,8,SANTA CAROLINA RESERVADO,SAUVIGNON BLANC (Blanco),$50.900,50900,,1,,,,,0,,,H6tdCDCqIMwwbQvylXde,RbD1bIr6fPhQTLJEcxrM,product
BRUNCH,VINOS,MEDIAS BOTELLAS,VINOS > MEDIAS BOTELLAS,8,RAMON BILBAO CRIANZA,TEMPRANILLO,$68.900,68900,,1,,,,,0,,,7VuVpfEDUxWiMxJcFEas,RbD1bIr6fPhQTLJEcxrM,product
BRUNCH,VINOS,SANGRÍAS,VINOS > SANGRÍAS,9,"DELLA CASA (TINTO, BLANCO, ROSÉ)",,$100.900,100900,,1,,,,,0,,,jfusDC8KAun5ZE0qQNw7,fDryGjEiBt3zhl0Ny7WC,product
BRUNCH,VINOS,SANGRÍAS,VINOS > SANGRÍAS,9,"LAMBRUSCO ( TINTO, BLANCO, ROSÉ)",,$120.900,120900,,1,,,,,0,,,JEXItFhdIf56vdDOuddu,fDryGjEiBt3zhl0Ny7WC,product
BRUNCH,(SIN CATEGORÍA),,(SIN CATEGORÍA),,FILTRADOS DE CAFE,Método de extracción por goteo de nuestro café de origen (2 tazas).,$14.000,14000,,1,,,,,0,,,WVOtBPJarBw2ooObBSfh,XGdGvVCRmnfUPbEaD3wK,product
BRUNCH,(SIN CATEGORÍA),,(SIN CATEGORÍA),,COLD BREW,Extracción de café frio por 24 horas.,$9.500,9500,Clásico: $9.500 | Latte: $10.000 | Mandarina/Limón: $10.900,3,,,,,0,,,nGJK5h4Bu41FfZRTBZi5,XGdGvVCRmnfUPbEaD3wK,product
BRUNCH,(SIN CATEGORÍA),,(SIN CATEGORÍA),,CON LICOR,,$20.900,20900,Mimosa Panisse : $20.900 | Bellini: $18.900 | Carajillo 43: $30.500 | Espresso Martini: $36.900,4,,,,,0,,,QHk0QCYVyD5m4iIxoztS,XGdGvVCRmnfUPbEaD3wK,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,QUESO AZUL & MANZANA,"Espárragos, tomate Cherry confitado, champiñones y manzana verde cremados en salsa blanca de la casa y queso azul.",$44.900,44900,,1,,,,,0,,,FN4TuW6g7IZ8HbtTOfUq,TuwhF3URRaX8Vs87rjSd,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,PESTO E GAMBERI,"Risotto cremado en Grana padano y pesto de albahaca, finalizado con camarones sellados en mantequilla y ajo.",$46.900,46900,,1,,,,,0,,,Oxn6BZ4KFQ6scJsHQAEY,TuwhF3URRaX8Vs87rjSd,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,LOMO A LA PIMIENTA,"Arroz arbóreo cremado con Grana padano, queso azul y parmesano, finalizado con cortes finos de solomito de res a la parrilla con toques ligeros de pimienta tostada.",$59.900,59900,,1,,,,,1,43c3776b-b257-4ad1-985b-497c52bbec49.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/43c3776b-b257-4ad1-985b-497c52bbec49.webp,coV4uPRV8uEEJW1C6aTn,TuwhF3URRaX8Vs87rjSd,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,TARTUFO E FUNGHI,"Risotto elaborado en mantequilla, Grana padano, laminas de champiñones y crema de trufa de la casa.",$48.900,48900,,1,,,,,0,,,Rr5FbRpeXN4E4elxg3Z4,TuwhF3URRaX8Vs87rjSd,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,MEDITERRÁNEO,"Arroz arbóreo cremado con Grana padano, toques sutiles de salsa soya, champiñones y espárragos, finalizado con camarones sellados en aceite de oliva, pimienta y vino blanco.",$50.900,50900,,1,,,,,1,a1bb6b44-bf9e-41e8-8187-c5de30fda6ba.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/a1bb6b44-bf9e-41e8-8187-c5de30fda6ba.webp,yEzeu5a24ugFUabL9ayS,TuwhF3URRaX8Vs87rjSd,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,DI MARE,"Risotto de la casa con selección especial de frutos del mar en salsa pomodoro San Marzano, cremado con Grana padano y pasta artesanal de pimentón rostizado.",$59.900,59900,,1,,,,,1,2cc8bec0-ebb7-4d80-b87e-6d919dde324a.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/2cc8bec0-ebb7-4d80-b87e-6d919dde324a.webp,3KzzE8Rw8ddn4M9YabiV,TuwhF3URRaX8Vs87rjSd,product
LUNCH Y DINNER,RISOTTOS & PASTAS,RISOTTOS,RISOTTOS & PASTAS > RISOTTOS,-2,CAPRESE & PROSCIUTTO,"Risotto especial de la casa cremado en salsa pomodoro, Grana Padano y tomates secos, finalizado con toques sutiles de stracciatella y prosciutto PAESANO.",$58.900,58900,,1,,sí,,,1,2fe02199-e9b4-47d8-b42b-eaf39f20201a.webp,https://dvzwo3mu4ucsq.cloudfront.net/images/restaurants/toscana/product/2fe02199-e9b4-47d8-b42b-eaf39f20201a.webp,T1QqNdL1zbeWZ2zEAdgC,TuwhF3URRaX8Vs87rjSd,product
